Brand,Device,Manufacturer,Model Name,RAM (TotalMem),Form Factor,System on Chip,GPU,Screen Sizes,Screen Densities,ABIs,Android SDK Versions,OpenGL ES Versions
1u1,diw362_1u1,1&1,1&1 Puck,1486MB,TV,Broadcom BCM72604B0,Unknown,1080x1920,320,armeabi;armeabi-v7a,28,3.1
1u1,diw387_1u1,1&1,DIW387-1&1,1755MB,TV,Broadcom BCM7211,Unknown,1080x1920,320,armeabi;armeabi-v7a,28,3.1
3BBTV,TBBTV01,3BBTV,TBBTV01,2083MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
ADT-3,adt3,A1,ADT-3,2086MB,TV,Amlogic AMLS905Y2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
ACT,IPBox,ACT,ACT4K1007,1944MB,TV,HiSilicon hi3798mv200,ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
AGE,stanford,AGE (in),Age,960MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2
AIS,AISPLAYBOX,AIS (Thailand),AISPLAYBOX,2085MB,TV,Amlogic AMLS905X4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
AIS,B866V2-HA,AIS (Thailand),AISPLAYBOX,2085MB,TV,Amlogic AMLS905X4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
ALBADEEL,ikebukuro,ALBADEEL,B725U,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
Albadeel,longshan,ALBADEEL,Smart TV,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
ALBADEEL,samseong,ALBADEEL,B725050U,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
ANAM,seocho,ANAM,ANAM,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
andrino,bangbae,ANDRINO,Andrino,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
andrino,komagome,ANDRINO,Andrino,952MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
AOC,PH0M_EA_T32,AOC,AOC Android TV,1412MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
ARRQW,samseong,ARRQW,RO-55LCS,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
ARRQW,yeongdeungpo,ARRQW,Saudi Arabia,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
ASTECH,tamachi,ASTECH,Senegal,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
ASTECH,yeongdeungpo,ASTECH,Senegal,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Avatel,DV8547-KSA,AVATEL,DV8547_Avatel,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
AXSTV,SEI130PTS,AXSTV,AXSTV130,1031MB,TV,Amlogic AMLS805Y,3x ARM Mali 450 (750 MHz),720x1280,213,armeabi;armeabi-v7a,29,2.0
AXSTV,SEI530PTS,AXSTV,AXSTV530,2084MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
ACER,R1,Acer,Android TV,1610MB,TV,Realtek RTD2841,2x ARM Mali 470 (600 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
ACER,R2,Acer,Android TV,2147MB,TV,Realtek RTD2851,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
ACER,R4,Acer,Android TV,2147MB,TV,Realtek RTD2851M,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
Aconatic,OD0M_EA_T32,Aconatic,ACONATIC UHD TV,1403MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
ACONATIC,R1,Aconatic,Android TV,1610MB,TV,Realtek RTD2841,2x ARM Mali 470 (600 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
ACONATIC,R2,Aconatic,Android TV,2147MB,TV,Realtek RTD2851,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Aconatic,bangbae,Aconatic,ACONATIC,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
ACONATIC,bruno,Aconatic,ACONATIC,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2
ACONATIC,shilin,Aconatic,ACONATIC,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
Aconatic,takao,Aconatic,ACONATIC FHD TV,952MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
ADMIRAL,SW4H,Admiral Overseas Corporation,ADMIRAL 4K TV,1766MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
AirTV,DV8535,AirTV,DV8535,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,28,3.2
AirTV,kunlun,AirTV,AirTV Mini,2086MB,TV,Amlogic AMLS905Y2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,28,3.2
Airtel,AirtelOTTBox,Airtel,HP2707,947MB,TV,HiSilicon hi3798mv300,ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,26,2.0
airtel,ganesa,Airtel,SH960S-AT,1429MB,TV,Broadcom BCM7252S,Unknown,1080x1920,320,armeabi;armeabi-v7a,23,3.0
Airtel,hsw4026atl,Airtel,XStream Smart Box,1491MB,TV,Broadcom BCM72604,Unknown,1080x1920,320,armeabi;armeabi-v7a,28,3.1
KaonMedia,KSTB6043,Aiwa,Aiwa,2088MB,TV,Amlogic AMLS905D,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,26,2.0
AIWA,ikebukuro,Aiwa,AW-LED43GKF,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
AIWA,samseong,Aiwa,Android TV,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
AIWA,shinagawa,Aiwa,AIWA 2K TV,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
AIWA,sindorim,Aiwa,B4K,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Akari,DV8035,Akari,AX-115ATV,1033MB,TV,Amlogic AMLS805X,3x ARM Mali 450 (750 MHz),720x1280,213,armeabi;armeabi-v7a,26,2.0
Akari,DV8219,Akari,AX-117ATV,2087MB,TV,Amlogic AMLS905X,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,26,2.0
AKINO,laoshan,Akino,laoshan-Akino,1423MB,TV,Mediatek MT5597,ARM Mali 450 (492 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Algar,GIU6770,Algar,GIU6770,1948MB,TV,HiSilicon hi3798mv200,ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
ALHAFIDH,R1,Alhafidh,Android TV,1610MB,TV,Realtek RTD2841,2x ARM Mali 470 (600 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
ALHAFIDH,R2,Alhafidh,Android TV,2147MB,TV,Realtek RTD2851,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
ALLVIEW,SW4H_FF,AllView,ALLVIEW 4K TV,1766MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
ALLVIEW,bangbae,AllView,ALLVIEW,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
ALLVIEW,komagome,AllView,Allview,953MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
Allview,shinagawa,AllView,Allview 2K TV,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
CanalDigital,OnePlace2,Allente,Allente 1,2054MB,TV,Broadcom BCM7218,Unknown,1080x1920,320,armeabi;armeabi-v7a,29,3.1
Alliance,DTP9731,Alliance,DTP9731,2087MB,TV,Amlogic AMLS905Y4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
Alpha,ikebukuro,Alpha,M8T,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
Alpha,samseong,Alpha,Alpha 43G7NUA,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Altibox,uiw4054aib,Altibox,Altibox TV,1746MB,TV,Broadcom BCM72180,Unknown,1080x1920,320,armeabi;armeabi-v7a,29,3.1
ALTUS,sinchon,Altus,Altus Android TV,1416MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Amino,Amigo,Aminocom,Amigo,1950MB,TV,HiSilicon hi3798mv200,ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,26,2.0
Amino,Amigo7x,Aminocom,Amigo7x,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
Amino,Amigo7x3SBC,Aminocom,Amino SBCTV,2087MB,TV,Amlogic AMLS905X4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
Amino,Amigo7xESP,Aminocom,Amigo7xESP,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
Amino,Amigo7xGM,Aminocom,Amigo7xGM,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,28,3.2
Amino,Amigo7xSCB,Aminocom,Amigo7xSCB,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,28,3.2
Amino,Amigo7xcCN,Aminocom,Amigo7xcCN,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
ampliatv,sti6160d327,Ampila,ampliaTV,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,28,3.2
AMSTRAD,R2,Amstrad,Android TV,2147MB,TV,Realtek RTD2851,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Antel,DV8547,Antel,DV8547,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,28,3.2
AQUA,broadway,Aqua,AQUA Android TV DVB2K,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2
AQUA,dupont,Aqua,AQUA Android TV DVB,1438MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
AQUA,hanyang,Aqua,AQUA android TV,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
AQUA,nippori,Aqua,APAC,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
arcelik,arcelik_eu,Arcelik,B55L 9682 5AS,1436MB,TV,Mediatek MT5595,Unknown,1080x1920,320,armeabi;armeabi-v7a,22,3.0
Arris,SFO,Arris,VIP7100 A,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
ARTEL,R1,Artel,Android TV,1610MB,TV,Realtek RTD2841,2x ARM Mali 470 (600 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
ARTEL,R2,Artel,Android TV,2147MB,TV,Realtek RTD2851,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
ARCELIK,kunyang,Arçelik,Arçelik UHD Android TV,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
Arcelik,shinagawa,Arçelik,Arcelik Android TV,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
ARCELIK,sinchon,Arçelik,Arçelik Android TV,1416MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
ASG,SW4H,Asanzo,Asanzo,1766MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
ASANZO,shibuya,Asanzo,ASANZO 2K TV,947MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
Asianet,D8109N,Asianet,D8109N,1029MB,TV,Amlogic AMLS805X,3x ARM Mali 450 (750 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
google,fugu,Asus,Nexus Player,1003MB,TV,Intel Z3560,Unknown,1080x1920,320,armeabi;armeabi-v7a;x86,26,3.1
EKO,ICN,Ayonz EKO,SV11,2084MB,TV,Amlogic AMLS905Y2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
BGH,hamamatsucho,BGH S.A.,fushan_BGH,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
BLACKLINE,R3,BLACKLINE,Android TV,1610MB,TV,Realtek RTD2841A,2x ARM Mali G31 (600 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2
BLACKLINE,R4,BLACKLINE,Android TV,2147MB,TV,Realtek RTD2851M,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
BLUE,ikebukuro,BLUE,G6SG,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
BOTECH,HND,BOTECH,WZONE,2086MB,TV,Amlogic AMLS905X3,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
BPL,OD0M_EA_T32,BPL,BPL UHD TV,1403MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
BPL,ikebukuro,BPL,A4300,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
BPL,samseong,BPL,A4310,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
BRUHM,ikebukuro,BRUHM, BTF-43SG,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
BRUHM,samseong,BRUHM,BTF-75TG,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
b-box,HP44H,BULSATCOM,b-box,2087MB,TV,Amlogic AMLS905X4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
BULSATCOM,UPD-BJ00R,BULSATCOM,UPD-BJ00R,2087MB,TV,Amlogic AMLS905X4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
BVS,SFO,BVS (AR),BVS 4K OTT 01,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
BNO,bno_MT5593Uplus_EU,Bang & Olufsen,BeoVision,1342MB,TV,Mediatek MT5595,Unknown,1080x1920,320,armeabi;armeabi-v7a,22,3.0
BAUHN,bangbae,Bauhn,BAUHN,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
BAUHN,gangbyeon,Bauhn,4K Smart TV,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Tempo,hanyang,Bauhn,Bauhn android TV,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
BAUHN,komagome,Bauhn,Bauhn,953MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
Beeline,SWG2001A,Beeline,Beebox,2085MB,TV,Amlogic AMLS905X,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
BEKO,kunyang,Beko,Beko UHD Android TV,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
Beko,shinagawa,Beko,Beko Android TV,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
BEKO,sinchon,Beko,Beko Android TV,1416MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
bell,sti6130d324,Bell Canada,Bell Streamer,2087MB,TV,Amlogic AMLS905Y2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
Bell_Canada,vip7802_bell,Bell Canada,FibeTV,4063MB,TV,Broadcom BCM72180,Unknown,1080x1920,320,armeabi;armeabi-v7a,29,3.1
BenQ,S905Y2,BenQ,Q Stick,2086MB,TV,Amlogic AMLS905Y2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
BenQ,ikebukuro,BenQ,E40-520,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
BENQ,laoshan,BenQ,laoshan_BenQ,1428MB,TV,Mediatek MT5597,ARM Mali 450 (492 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
BenQ,longshan,BenQ,Smart TV,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
BenQ,redwood,BenQ,730,962MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2
BenQ,samseong,BenQ,E55-720,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
BLAUPUNKT,GMP,Blaupunkt,A-STREAM,2086MB,TV,Amlogic AMLS905Y2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
BLAUPUNKT,ICN,Blaupunkt,BATV10,2084MB,TV,Amlogic AMLS905Y2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
BLAUPUNKT,JFK,Blaupunkt,B-STREAM,2087MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
BLAUPUNKT,bangbae,Blaupunkt,Blaupunkt,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Blaupunkt,ewha,Blaupunkt,Blaupunkt,952MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
BLAUPUNKT,hanyang,Blaupunkt,Blaupunkt android TV,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
BLAUPUNKT,ikebukuro,Blaupunkt,B5000,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
BLAUPUNKT,komagome,Blaupunkt,Blaupunkt,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
BLAUPUNKT,nippori,Blaupunkt,Czech/Ukraine/Russia,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
BLAUPUNKT,samseong,Blaupunkt,Smart TV,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
BLAUPUNKT,shilin,Blaupunkt,Blaupunkt,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
Blaupunkt,shinjuku,Blaupunkt,MP3TV,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
Blaupunkt,sindang,Blaupunkt,Blaupunkt,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
BLAUPUNKT,stanford,Blaupunkt,Blaupunk,960MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2
Blaupunkt,tamachi,Blaupunkt,Turkey,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
BLAUPUNKT,tamachi,Blaupunkt,EU,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
Blaupunkt,yeongdeungpo,Blaupunkt,Turkey,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
BLAUPUNKT,yeongdeungpo,Blaupunkt,Australia,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
BouyguesTelecom,HMB4213H,Bouygues Telecom,Bbox Miami,1155MB,TV,Marvell BG2Q,Unknown,720x1280,213,armeabi;armeabi-v7a,26,2.0
BouyguesTelecom,HMB9213NW,Bouygues Telecom,Bbox Brooklyn 4K,1513MB,TV,Marvell BG4-CT,Unknown,1080x1920,320,armeabi;armeabi-v7a,28,3.2
BouyguesTelecom,UZW4020BYT,Bouygues Telecom,BboxTV,2564MB,TV,Broadcom BCM7271,Unknown,1080x1920,320,armeabi;armeabi-v7a,28,3.1
bravis,ikebukuro,Bravis,G7H,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
bravis,samseong,Bravis,H7000,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
BROOKSTONE,R1,Brookstone,Android TV,1610MB,TV,Realtek RTD2841,2x ARM Mali 470 (600 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
BUSH,ewha,Bush,BUSH,953MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
BUSH,sindang,Bush,Bush,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
CnM,stb_catv_cnmuhd,C&M,SH950C-CM,1072MB,TV,Marvell BG2Q4K,Unknown,720x1280,213,armeabi;armeabi-v7a,22,3.0
Caixun,martin,CAIXUN,USA/Canada/Mexico,962MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2
Caixun,patrick,CAIXUN,South of America,1833MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
Exclusiv,patrick,CAIXUN,Columbia,1833MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
Caixun,tamachi,CAIXUN,APAC,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
Caixun,yeongdeungpo,CAIXUN,Australian/EU,1416MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
CANAL-PLUS,HY40A2,CANAL-PLUS,CANAL+ BOX,2087MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
ccc,ts302,CCC,AirStick 4K,1802MB,TV,Amlogic AMLS912,ARM Mali T820 (750 MHz),1080x1920,320,arm64-v8a;armeabi;armeabi-v7a,25,3.0
TVcore,ts401,CCC,TV Stick,2087MB,TV,Amlogic AMLS905Y4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
CG,R1,CG Inspiring Life,Android TV,1610MB,TV,Realtek RTD2841,2x ARM Mali 470 (600 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
CG,R2,CG Inspiring Life,Android TV,2147MB,TV,Realtek RTD2851,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
ctc,sti6130d353,"CHUBU TELECOMMUNICATIONS CO.,INC",STI6130C,2084MB,TV,Amlogic AMLS905Y2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
CHiQ,longshan,CHiQ,G7,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
CHiQ,redwood,CHiQ,H7,962MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2
CHiQ,samseong,CHiQ,H7A,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
samsung,cj680cl,CJHelloVision,CJ680CL,1500MB,TV,Broadcom BCM7268,Unknown,720x1280,213,armeabi;armeabi-v7a,25,3.1
CJHV,kr101,CJHelloVision,viewing,2088MB,TV,Amlogic AMLS905D,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,26,2.0
COMTECO,DV8535-KBC,COMTECO,DV8535,1030MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,28,3.2
COOKIE,YS-CK0001,COOKIE,YS-CK0001,2084MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
COSMOTE-TV,HY44G,COSMOTE TV,TV Box,2086MB,TV,Amlogic AMLS905X4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
Cablecolor,GIU3A00,Cablecolor,GIU3A00,2085MB,TV,Amlogic AMLS905X3,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,28,3.2
skyworth,grape,Caldero,grape,2087MB,TV,Amlogic AMLS905X,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,26,2.0
